obs_wl_air(nm)	intens	Aki(s^-1)	Acc	Ei(eV)	Ek(eV)	g_i	g_k	Type	
"604.935"	"3"	""		"11.66602815"	"13.7150173"	1	3		
"605.612628"	"60"	"6.5e+06"	D+	"11.30345525"	"13.35014101"	3	3		
"607.525510"	"20"	"1.73e+06"	D+	"11.54582278"	"13.58606436"	5	7		
"608.286117"	"40"	"7.1e+06"	D+	"11.30345525"	"13.34114571"	3	1		
"608.800"	"2"	""		"11.66602815"	"13.7020015"	1	3		
"609.18275"	"6"	""		"11.52611591"	"13.56080735"	3	5		
"609.431"	"2"	""		"11.54582278"	"13.57968262"	5	5		
"610.386"	"1"	""		"11.52611591"	"13.55679637"	3	3		
"610.83186"	"3"	""		"11.52611591"	"13.55531419"	3	1		
"611.523"	"3"	""		"11.54582278"	"13.57272643"	5	7		
"615.140667"	"20"	""		"11.54582278"	"13.56080735"	5	5		
"616.36760"	"7"	""		"11.54582278"	"13.55679637"	5	3		
"617.208"	"2"	""		"11.66602815"	"13.67425649"	1	3		
"622.273337"	"20"	"1.59e+06"	D+	"11.44465635"	"13.43654478"	5	3		
"623.635161"	"30"	"1.49e+06"	C	"11.44304735"	"13.43058609"	7	5		
"624.140471"	"10"	"2.99e+05"	D+	"11.44465635"	"13.43058609"	5	5		
"626.733"	"2"	""		"11.44465635"	"13.42237500"	5	3		
"634.668195"	"20"	"6.2e+05"	D+	"11.44304735"	"13.39603516"	7	7		
"635.191539"	"8"	"2.02e+05"	D+	"11.44465635"	"13.39603516"	5	7		
"636.83212"	"4"	"8.7e+04"	D+	"11.44304735"	"13.38939910"	7	5		
"637.319"	"1"	""		"11.66602815"	"13.61090025"	1	3		
"637.359016"	"30"	"9.2e+05"	D+	"11.44465635"	"13.38939910"	5	5		
"641.01725"	"5"	""		"11.66602815"	"13.59967246"	1	3		
"641.567923"	"20"	"6.1e+05"	D+	"11.44304735"	"13.37503197"	7	7		
"642.102700"	"100"	"3.79e+06"	C+	"11.44465635"	"13.37503197"	5	7		
"644.879938"	"10"	"3.08e+05"	D+	"11.44304735"	"13.36510964"	7	5		
"645.419"	"1"	"7.7e+04"	D	"11.44465635"	"13.36510964"	5	5		
"645.628888"	"200"	"6.65e+06"	B+	"11.44304735"	"13.36288005"	7	9		
"648.806917"	"15"	"8.9e+05"	D+	"11.52611591"	"13.43654478"	3	3		
"650.490424"	"10"	"3.3e+05"	D	"11.44465635"	"13.35014101"	5	3		
"650.83693"	"3"	"1.05e+05"	D+	"11.52611591"	"13.43058609"	3	5		
"653.65517"	"8"	"9.6e+05"	D	"11.52611591"	"13.42237500"	3	3		
"655.55342"	"2"	""		"11.66602815"	"13.55679637"	1	3		
"655.569463"	"6"	"3.2e+05"	D	"11.54582278"	"13.43654478"	5	3		
"657.642040"	"20"	"7.9e+05"	C	"11.54582278"	"13.43058609"	5	5		
"660.512"	"2"	""		"11.54582278"	"13.42237500"	5	3		
"665.223475"	"40"	"2.18e+06"	C+	"11.52611591"	"13.38939910"	3	5		
"669.922960"	"60"	"1.68e+06"	C+	"11.54582278"	"13.39603516"	5	7		
"672.33440"	"4"	"1.31e+05"	D+	"11.54582278"	"13.38939910"	5	5		
"674.00985"	"20"	"6.7e+05"	D+	"11.52611591"	"13.36510964"	3	5		
"676.447"	"1"	""		"11.9981361"	"13.83050"	1	3		
"677.615"	"3"	""		"11.54582278"	"13.37503197"	5	7		
"678.921"	"1*"	""		"12.0370298"	"13.8626927"	3	3		
"678.921"	"1*"	""		"12.0370298"	"13.8627127"	3	5		
"679.54104"	"4"	"1.31e+05"	D	"11.52611591"	"13.35014101"	3	3		
"681.310882"	"50"	"2.57e+06"	D+	"11.54582278"	"13.36510964"	5	5		
"682.90888"	"8"	"1.77e+06"	D+	"11.52611591"	"13.34114571"	3	1		
"684.64003"	"20"	"3.3e+05"	D+	"11.30345525"	"13.11389563"	3	3		
"686.96308"	"20"	"2.22e+06"	D+	"11.54582278"	"13.35014101"	5	3		
"690.422"	"15"	""		"11.30345525"	"13.0987364"	3	3		
"690.46787"	"100"	"1.59e+06"	C+	"11.30345525"	"13.09861485"	3	5		
"691.129"	"2*"	""		"12.1253182"	"13.918793"	9	11		
"691.129"	"2*"	""		"12.0370298"	"13.83050"	3	3		
"693.530"	"1h"	""		"11.9981361"	"13.785374"	1	3		
"699.305"	"2"	""		"12.0370298"	"13.8095038"	3	5		
"700.079"	"7"	"4.1e+05"	D+	"11.66602815"	"13.43654478"	1	3		
"705.727"	"10"	"1.60e+06"	D	"11.66602815"	"13.42237500"	1	3		
"707.736"	"0"	""		"12.1117410"	"13.86309"	5	7		
"708.633"	"1"	""		"12.0370298"	"13.786174"	3	5		
"708.951"	"1h"	""		"12.0370298"	"13.785374"	3	3		
"713.367"	"1"	""		"12.1253182"	"13.86286"	9	11		
"714.345"	"8"	"7.7e+04"	D	"11.30345525"	"13.0386121"	3	5		
